Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
2013-08-06,6,august,2013,24,youth (<25),m,germany,saarland,accessories,cleaners,bike wash - dissolver,9,3,8,32,27,59
2015-08-06,6,august,2015,24,youth (<25),m,germany,saarland,accessories,cleaners,bike wash - dissolver,7,3,8,25,21,46
2014-06-09,9,june,2014,34,young adults (25-34),m,australia,new south wales,accessories,cleaners,bike wash - dissolver,20,3,8,79,60,139
2016-06-09,9,june,2016,34,young adults (25-34),m,australia,new south wales,accessories,cleaners,bike wash - dissolver,21,3,8,83,63,146
2013-11-25,25,november,2013,34,young adults (25-34),f,australia,queensland,accessories,cleaners,bike wash - dissolver,23,3,8,86,69,155
2015-11-25,25,november,2015,34,young adults (25-34),f,australia,queensland,accessories,cleaners,bike wash - dissolver,22,3,8,82,66,148
2014-01-14,14,january,2014,34,young adults (25-34),f,australia,queensland,accessories,cleaners,bike wash - dissolver,22,3,8,82,66,148
2016-01-14,14,january,2016,34,young adults (25-34),f,australia,queensland,accessories,cleaners,bike wash - dissolver,22,3,8,82,66,148
2014-07-31,31,july,2014,23,youth (<25),m,germany,saarland,accessories,cleaners,bike wash - dissolver,9,3,8,32,27,59
2016-07-31,31,july,2016,23,youth (<25),m,germany,saarland,accessories,cleaners,bike wash - dissolver,8,3,8,28,24,52
2013-12-15,15,december,2013,24,youth (<25),m,germany,nordrhein-westfalen,accessories,cleaners,bike wash - dissolver,9,3,8,36,27,63
2015-12-15,15,december,2015,24,youth (<25),m,germany,nordrhein-westfalen,accessories,cleaners,bike wash - dissolver,10,3,8,40,30,70
2013-10-22,22,october,2013,26,young adults (25-34),m,germany,saarland,accessories,cleaners,bike wash - dissolver,12,3,8,43,36,79
2015-10-22,22,october,2015,26,young adults (25-34),m,germany,saarland,accessories,cleaners,bike wash - dissolver,9,3,8,32,27,59
2013-12-11,11,december,2013,31,young adults (25-34),f,united kingdom,england,accessories,cleaners,bike wash - dissolver,8,3,8,37,24,61
2015-12-11,11,december,2015,31,young adults (25-34),f,united kingdom,england,accessories,cleaners,bike wash - dissolver,10,3,8,47,30,77
2014-04-20,20,april,2014,31,young adults (25-34),f,united kingdom,england,accessories,cleaners,bike wash - dissolver,8,3,8,37,24,61
2016-04-20,20,april,2016,31,young adults (25-34),f,united kingdom,england,accessories,cleaners,bike wash - dissolver,6,3,8,28,18,46
2013-12-04,4,december,2013,22,youth (<25),m,germany,hamburg,accessories,cleaners,bike wash - dissolver,18,3,8,80,54,134
2015-12-04,4,december,2015,22,youth (<25),m,germany,hamburg,accessories,cleaners,bike wash - dissolver,19,3,8,84,57,141
2013-09-09,9,september,2013,34,young adults (25-34),m,united states,california,accessories,cleaners,bike wash - dissolver,19,3,8,92,57,149
2015-09-09,9,september,2015,34,young adults (25-34),m,united states,california,accessories,cleaners,bike wash - dissolver,18,3,8,87,54,141
2013-11-02,2,november,2013,34,young adults (25-34),m,united states,california,accessories,cleaners,bike wash - dissolver,5,3,8,24,15,39
2015-11-02,2,november,2015,34,young adults (25-34),m,united states,california,accessories,cleaners,bike wash - dissolver,6,3,8,29,18,47
2014-04-06,6,april,2014,34,young adults (25-34),m,united states,california,accessories,cleaners,bike wash - dissolver,26,3,8,126,78,204
2016-04-06,6,april,2016,34,young adults (25-34),m,united states,california,accessories,cleaners,bike wash - dissolver,28,3,8,136,84,220
2014-05-25,25,may,2014,34,young adults (25-34),m,united states,california,accessories,cleaners,bike wash - dissolver,21,3,8,102,63,165
2016-05-25,25,may,2016,34,young adults (25-34),m,united states,california,accessories,cleaners,bike wash - dissolver,18,3,8,87,54,141
2014-06-21,21,june,2014,34,young adults (25-34),m,united states,california,accessories,cleaners,bike wash - dissolver,26,3,8,126,78,204
2016-06-21,21,june,2016,34,young adults (25-34),m,united states,california,accessories,cleaners,bike wash - dissolver,25,3,8,121,75,196
2013-10-15,15,october,2013,33,young adults (25-34),f,australia,south australia,accessories,cleaners,bike wash - dissolver,22,3,8,78,66,144
2015-10-15,15,october,2015,33,young adults (25-34),f,australia,south australia,accessories,cleaners,bike wash - dissolver,22,3,8,78,66,144
2014-01-21,21,january,2014,53,adults (35-64),f,australia,tasmania,accessories,cleaners,bike wash - dissolver,20,3,8,70,60,130
2016-01-21,21,january,2016,53,adults (35-64),f,australia,tasmania,accessories,cleaners,bike wash - dissolver,20,3,8,70,60,130
2014-01-28,28,january,2014,20,youth (<25),m,united states,oregon,accessories,cleaners,bike wash - dissolver,18,3,8,70,54,124
2016-01-28,28,january,2016,20,youth (<25),m,united states,oregon,accessories,cleaners,bike wash - dissolver,15,3,8,58,45,103
2013-08-22,22,august,2013,17,youth (<25),f,united states,california,accessories,cleaners,bike wash - dissolver,23,3,8,111,69,180
2015-08-22,22,august,2015,17,youth (<25),f,united states,california,accessories,cleaners,bike wash - dissolver,24,3,8,116,72,188
2014-06-10,10,june,2014,51,adults (35-64),m,france,nord,accessories,cleaners,bike wash - dissolver,3,3,8,12,9,21
2016-06-10,10,june,2016,51,adults (35-64),m,france,nord,accessories,cleaners,bike wash - dissolver,3,3,8,12,9,21
2013-08-10,10,august,2013,56,adults (35-64),f,united states,california,accessories,cleaners,bike wash - dissolver,24,3,8,116,72,188
2015-08-10,10,august,2015,56,adults (35-64),f,united states,california,accessories,cleaners,bike wash - dissolver,23,3,8,111,69,180
2014-02-01,1,february,2014,56,adults (35-64),f,united states,california,accessories,cleaners,bike wash - dissolver,14,3,8,68,42,110
2016-02-01,1,february,2016,56,adults (35-64),f,united states,california,accessories,cleaners,bike wash - dissolver,14,3,8,68,42,110
2013-11-14,14,november,2013,19,youth (<25),f,united states,oregon,accessories,cleaners,bike wash - dissolver,29,3,8,113,87,200
2015-11-14,14,november,2015,19,youth (<25),f,united states,oregon,accessories,cleaners,bike wash - dissolver,31,3,8,120,93,213
2014-03-12,12,march,2014,18,youth (<25),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,6,3,8,30,18,48
2016-03-12,12,march,2016,18,youth (<25),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,5,3,8,25,15,40
2013-12-29,29,december,2013,26,young adults (25-34),f,united states,washington,accessories,cleaners,bike wash - dissolver,16,3,8,52,48,100
2015-12-29,29,december,2015,26,young adults (25-34),f,united states,washington,accessories,cleaners,bike wash - dissolver,17,3,8,55,51,106
2013-12-23,23,december,2013,52,adults (35-64),f,united states,oregon,accessories,cleaners,bike wash - dissolver,14,3,8,54,42,96
2015-12-23,23,december,2015,52,adults (35-64),f,united states,oregon,accessories,cleaners,bike wash - dissolver,14,3,8,54,42,96
2013-11-23,23,november,2013,48,adults (35-64),m,united states,oregon,accessories,cleaners,bike wash - dissolver,11,3,8,43,33,76
2015-11-23,23,november,2015,48,adults (35-64),m,united states,oregon,accessories,cleaners,bike wash - dissolver,13,3,8,50,39,89
2014-02-02,2,february,2014,48,adults (35-64),m,united states,oregon,accessories,cleaners,bike wash - dissolver,24,3,8,93,72,165
2016-02-02,2,february,2016,48,adults (35-64),m,united states,oregon,accessories,cleaners,bike wash - dissolver,25,3,8,97,75,172
2014-05-02,2,may,2014,60,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,9,3,8,44,27,71
2016-05-02,2,may,2016,60,adults (35-64),m,united states,california,accessories,cleaners,bike wash - dissolver,8,3,8,39,24,63
2013-08-11,11,august,2013,26,young adults (25-34),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,11,3,8,54,33,87
2015-08-11,11,august,2015,26,young adults (25-34),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,12,3,8,59,36,95
2013-08-25,25,august,2013,26,young adults (25-34),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,4,3,8,20,12,32
2015-08-25,25,august,2015,26,young adults (25-34),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,5,3,8,25,15,40
2013-11-24,24,november,2013,26,young adults (25-34),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,5,3,8,25,15,40
2015-11-24,24,november,2015,26,young adults (25-34),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,7,3,8,34,21,55
2013-12-24,24,december,2013,26,young adults (25-34),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,4,3,8,20,12,32
2015-12-24,24,december,2015,26,young adults (25-34),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,5,3,8,25,15,40
2014-06-20,20,june,2014,26,young adults (25-34),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,12,3,8,59,36,95
2016-06-20,20,june,2016,26,young adults (25-34),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,9,3,8,44,27,71
2013-12-25,25,december,2013,29,young adults (25-34),f,united states,washington,accessories,cleaners,bike wash - dissolver,20,3,8,65,60,125
2015-12-25,25,december,2015,29,young adults (25-34),f,united states,washington,accessories,cleaners,bike wash - dissolver,22,3,8,71,66,137
2014-01-12,12,january,2014,29,young adults (25-34),f,united states,washington,accessories,cleaners,bike wash - dissolver,1,3,8,3,3,6
2016-01-12,12,january,2016,29,young adults (25-34),f,united states,washington,accessories,cleaners,bike wash - dissolver,1,3,8,3,3,6
2013-10-22,22,october,2013,27,young adults (25-34),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,13,3,8,64,39,103
2015-10-22,22,october,2015,27,young adults (25-34),m,canada,british columbia,accessories,cleaners,bike wash - dissolver,15,3,8,74,45,119
2014-01-03,3,january,2014,69,seniors (64+),m,united states,california,accessories,cleaners,bike wash - dissolver,2,3,8,10,6,16
2016-01-03,3,january,2016,69,seniors (64+),m,united states,california,accessories,cleaners,bike wash - dissolver,1,3,8,5,3,8
2013-12-22,22,december,2013,39,adults (35-64),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,19,3,8,93,57,150
2015-12-22,22,december,2015,39,adults (35-64),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,21,3,8,103,63,166
2014-05-08,8,may,2014,39,adults (35-64),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,7,3,8,34,21,55
2016-05-08,8,may,2016,39,adults (35-64),f,canada,british columbia,accessories,cleaners,bike wash - dissolver,7,3,8,34,21,55
2013-11-13,13,november,2013,27,young adults (25-34),m,australia,new south wales,accessories,cleaners,bike wash - dissolver,2,3,8,8,6,14
2015-11-13,13,november,2015,27,young adults (25-34),m,australia,new south wales,accessories,cleaners,bike wash - dissolver,4,3,8,16,12,28
2014-04-28,28,april,2014,27,young adults (25-34),m,australia,new south wales,accessories,cleaners,bike wash - dissolver,14,3,8,55,42,97
2016-04-28,28,april,2016,27,young adults (25-34),m,australia,new south wales,accessories,cleaners,bike wash - dissolver,13,3,8,51,39,90
2014-07-24,24,july,2014,27,young adults (25-34),m,australia,new south wales,accessories,cleaners,bike wash - dissolver,18,3,8,71,54,125
2016-07-24,24,july,2016,27,young adults (25-34),m,australia,new south wales,accessories,cleaners,bike wash - dissolver,18,3,8,71,54,125
2014-06-11,11,june,2014,26,young adults (25-34),f,france,moselle,accessories,cleaners,bike wash - dissolver,14,3,8,57,42,99
2016-06-11,11,june,2016,26,young adults (25-34),f,france,moselle,accessories,cleaners,bike wash - dissolver,15,3,8,61,45,106
2014-04-01,1,april,2014,29,young adults (25-34),f,germany,nordrhein-westfalen,accessories,cleaners,bike wash - dissolver,11,3,8,44,33,77
2016-04-01,1,april,2016,29,young adults (25-34),f,germany,nordrhein-westfalen,accessories,cleaners,bike wash - dissolver,9,3,8,36,27,63
2013-10-01,1,october,2013,30,young adults (25-34),f,united kingdom,england,accessories,cleaners,bike wash - dissolver,17,3,8,80,51,131
2015-10-01,1,october,2015,30,young adults (25-34),f,united kingdom,england,accessories,cleaners,bike wash - dissolver,19,3,8,89,57,146
2013-10-26,26,october,2013,30,young adults (25-34),f,united kingdom,england,accessories,cleaners,bike wash - dissolver,11,3,8,51,33,84
2015-10-26,26,october,2015,30,young adults (25-34),f,united kingdom,england,accessories,cleaners,bike wash - dissolver,12,3,8,56,36,92
2014-05-01,1,may,2014,33,young adults (25-34),f,germany,nordrhein-westfalen,accessories,cleaners,bike wash - dissolver,30,3,8,119,90,209
2016-05-01,1,may,2016,33,young adults (25-34),f,germany,nordrhein-westfalen,accessories,cleaners,bike wash - dissolver,27,3,8,107,81,188
2014-05-02,2,may,2014,33,young adults (25-34),f,germany,hamburg,accessories,cleaners,bike wash - dissolver,12,3,8,53,36,89
2016-05-02,2,may,2016,33,young adults (25-34),f,germany,hamburg,accessories,cleaners,bike wash - dissolver,14,3,8,62,42,104
2013-09-18,18,september,2013,31,young adults (25-34),f,germany,nordrhein-westfalen,accessories,cleaners,bike wash - dissolver,18,3,8,71,54,125
2015-09-18,18,september,2015,31,young adults (25-34),f,germany,nordrhein-westfalen,accessories,cleaners,bike wash - dissolver,18,3,8,71,54,125
2014-06-04,4,june,2014,33,young adults (25-34),f,france,hauts de seine,accessories,cleaners,bike wash - dissolver,8,3,8,36,24,60
2016-06-04,4,june,2016,33,young adults (25-34),f,france,hauts de seine,accessories,cleaners,bike wash - dissolver,9,3,8,40,27,67
2014-05-24,24,may,2014,33,young adults (25-34),f,germany,hessen,accessories,cleaners,bike wash - dissolver,28,3,8,124,84,208
2016-05-24,24,may,2016,33,young adults (25-34),f,germany,hessen,accessories,cleaners,bike wash - dissolver,25,3,8,111,75,186
2013-11-13,13,november,2013,66,seniors (64+),m,united states,california,accessories,cleaners,bike wash - dissolver,11,3,8,53,33,86
2015-11-13,13,november,2015,66,seniors (64+),m,united states,california,accessories,cleaners,bike wash - dissolver,11,3,8,53,33,86
2014-04-29,29,april,2014,29,young adults (25-34),m,france,nord,accessories,cleaners,bike wash - dissolver,25,3,8,99,75,174
2016-04-29,29,april,2016,29,young adults (25-34),m,france,nord,accessories,cleaners,bike wash - dissolver,24,3,8,95,72,167
2013-09-11,11,september,2013,30,young adults (25-34),m,germany,bayern,accessories,cleaners,bike wash - dissolver,20,3,8,98,60,158
2015-09-11,11,september,2015,30,young adults (25-34),m,germany,bayern,accessories,cleaners,bike wash - dissolver,17,3,8,84,51,135
2014-01-17,17,january,2014,30,young adults (25-34),f,germany,hamburg,accessories,cleaners,bike wash - dissolver,6,3,8,27,18,45
2016-01-17,17,january,2016,30,young adults (25-34),f,germany,hamburg,accessories,cleaners,bike wash - dissolver,7,3,8,31,21,52
2013-08-26,26,august,2013,18,youth (<25),f,germany,saarland,accessories,cleaners,bike wash - dissolver,17,3,8,61,51,112
2015-08-26,26,august,2015,18,youth (<25),f,germany,saarland,accessories,cleaners,bike wash - dissolver,15,3,8,53,45,98
2014-07-19,19,july,2014,21,youth (<25),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,9,3,8,42,27,69
2016-07-19,19,july,2016,21,youth (<25),m,united kingdom,england,accessories,cleaners,bike wash - dissolver,8,3,8,37,24,61
2013-12-22,22,december,2013,21,youth (<25),m,germany,nordrhein-westfalen,accessories,cleaners,bike wash - dissolver,18,3,8,71,54,125
2015-12-22,22,december,2015,21,youth (<25),m,germany,nordrhein-westfalen,accessories,cleaners,bike wash - dissolver,17,3,8,67,51,118
2014-07-09,9,july,2014,24,youth (<25),f,united kingdom,england,accessories,cleaners,bike wash - dissolver,17,3,8,80,51,131
2016-07-09,9,july,2016,24,youth (<25),f,united kingdom,england,accessories,cleaners,bike wash - dissolver,19,3,8,89,57,146
2014-02-20,20,february,2014,24,youth (<25),m,france,seine saint denis,accessories,cleaners,bike wash - dissolver,22,3,8,78,66,144
2016-02-20,20,february,2016,24,youth (<25),m,france,seine saint denis,accessories,cleaners,bike wash - dissolver,21,3,8,75,63,138
2014-01-20,20,january,2014,51,adults (35-64),m,germany,nordrhein-westfalen,accessories,cleaners,bike wash - dissolver,11,3,8,44,33,77
2016-01-20,20,january,2016,51,adults (35-64),m,germany,nordrhein-westfalen,accessories,cleaners,bike wash - dissolver,9,3,8,36,27,63
2014-06-01,1,june,2014,25,young adults (25-34),f,australia,queensland,accessories,cleaners,bike wash - dissolver,1,3,8,4,3,7
2016-06-01,1,june,2016,25,young adults (25-34),f,australia,queensland,accessories,cleaners,bike wash - dissolver,1,3,8,4,3,7
2014-04-05,5,april,2014,43,adults (35-64),f,australia,queensland,accessories,cleaners,bike wash - dissolver,11,3,8,41,33,74
